 Item ID  |  Item Name
  2E2B    |   Set Square Table
  2E2C    |   Mannequin #1
  2E2D    |   Mannequin #2
  2E2E    |   Mannequin #3
  2E2F    |   Mannequin #4
  2E30    |   Gracie Display Mannequin #1
  2E31    |   Gracie Display Mannequin #2
  2E32    |   Dynamic Painting
  2E33    |   Solemn Painting
  2E34    |   Quaint Painting
  2E35    |   Basic Painting
  2E36    |   Famous Painting
  2E37    |   Perfect Painting
  2E38    |   Amazing Painting
  2E39    |   Nice Painting
  2E3A    |   Moving Painting
  2E3B    |   Common Painting
  2E3C    |   Flowery Painting
  2E3D    |   Warm Painting
  2E3E    |   Jolly Painting
  2E3F    |   Fine Painting
  2E40    |   Scary Painting
  2E41    |   Proper Painting
  2E42    |   Neutral Painting
  2E43    |   Worthy Painting
  2E44    |   Calm Painting
  2E45    |   Moody Painting
  2E46    |   Wistful Painting
  2E47    |   Serene Painting
  2E48    |   Scenic Painting
  2E49    |   Wild Painting
  2E4A    |   Graceful Painting
  2E4B    |   Beautiful Statue
  2E4C    |   Valiant Statue
  2E4D    |   Gallant Statue
  2E4E    |   Robust Statue
  2E4F    |   Great Statue
  2E50    |   Mystic Statue
  2E51    |   Ancient Statue
  2E52    |   Motherly Statue
  2E53    |   Dynamic Painting (Fake)
  2E54    |   Solemn Painting (Fake)
  2E55    |   Quaint Painting (Fake)
  2E56    |   Basic Painting (Fake)
  2E57    |   Famous Painting (Fake)
  2E58    |   Amazing Painting (Fake)
  2E59    |   Moving Painting (Fake)
  2E5A    |   Jolly Painting (Fake)
  2E5B    |   Scary Painting (Fake)
  2E5C    |   Neutral Painting (Fake)
  2E5D    |   Wistful Painting (Fake)
  2E5E    |   Serene Painting (Fake)
  2E5F    |   Wild Painting (Fake)
  2E60    |   Graceful Painting (Fake)
  2E61    |   Beautiful Statue (Fake)
  2E62    |   Valiant Statue (Fake)
  2E63    |   Gallant Statue (Fake)
  2E64    |   Robust Statue (Fake)
  2E65    |   Great Statue (Fake)
  2E66    |   Mystic Statue (Fake)
  2E67    |   Ancient Statue (Fake)
  2E68    |   Motherly Statue (Fake)
  2E69    |   Dynamic Painting (Wall)
  2E6A    |   Solemn Painting (Wall)
  2E6B    |   Quaint Painting (Wall)
  2E6C    |   Basic Painting (Wall)
  2E6D    |   Famous Painting (Wall)
  2E6E    |   Perfect Painting (Wall)
  2E6F    |   Amazing Painting (Wall)
  2E70    |   Nice Painting (Wall)
  2E71    |   Moving Painting (Wall)
  2E72    |   Common Painting (Wall)
  2E73    |   Flowery Painting (Wall)
  2E74    |   Warm Painting (Wall)
  2E75    |   Jolly Painting (Wall)
  2E76    |   Fine Painting (Wall)
  2E77    |   Scary Painting (Wall)
  2E78    |   Proper Painting (Wall)
  2E79    |   Neutral Painting (Wall)
  2E7A    |   Worthy Painting (Wall)
  2E7B    |   Calm Painting (Wall)
  2E7C    |   Moody Painting (Wall)
  2E7D    |   Wistful Painting (Wall)
  2E7E    |   Serene Painting (Wall)
  2E7F    |   Scenic Painting (Wall)
  2E80    |   Wild Painting (Wall)
  2E81    |   Graceful Painting (Wall)
  2E82    |   Dynamic Painting (Fake) (Wall)
  2E83    |   Solemn Painting (Fake) (Wall)
  2E84    |   Quaint Painting (Fake) (Wall)
  2E85    |   Basic Painting (Fake) (Wall)
  2E86    |   Famous Painting (Fake) (Wall)
  2E87    |   Amazing Painting (Fake) (Wall)
  2E88    |   Moving Painting (Fake) (Wall)
  2E89    |   Jolly Painting (Fake) (Wall)
  2E8A    |   Scary Painting (Fake) (Wall)
  2E8B    |   Neutral Painting (Fake) (Wall)
  2E8C    |   Wistful Painting (Fake) (Wall)
  2E8D    |   Serene Painting (Fake) (Wall)
  2E8E    |   Wild Painting (Fake) (Wall)
  2E8F    |   Graceful Painting (Fake) (Wall)
  2E90    |   Amber
  2E91    |   Ammonite
  2E92    |   Coprolite
  2E93    |   Dinosaur Egg
  2E94    |   Fern Fossil
  2E95    |   Dinosaur Track
  2E96    |   Archaeopteryx
  2E97    |   Peking Man
  2E98    |   Shark Tooth
  2E99    |   Trilobite
  2E9A    |   T. Rex Skull
  2E9B    |   T. Rex Torso
  2E9C    |   T. Rex Tail
  2E9D    |   Tricera Skull
  2E9E    |   Tricera Torso
  2E9F    |   Tricera Tail
  2EA0    |   Mammoth Skull
  2EA1    |   Mammoth Torso
  2EA2    |   Ankylo Skull
  2EA3    |   Ankylo Torso
  2EA4    |   Ankylo Tail
  2EA5    |   Apato Skull
  2EA6    |   Apato Torso
  2EA7    |   Apato Tail
  2EA8    |   Dimetrodon Skull
  2EA9    |   Dimetrodon Torso
  2EAA    |   Dimetrodon Tail
  2EAB    |   Iguanodon Skull
  2EAC    |   Iguanodon Torso
  2EAD    |   Iguanodon Tail
  2EAE    |   Sabertooth Skull
  2EAF    |   Sabertooth Torso
  2EB0    |   Pachysaurus Skull
  2EB1    |   Pachysaurus Torso
  2EB2    |   Pachysaurus Tail
  2EB3    |   Parasaur Skull
  2EB4    |   Parasaur Torso
  2EB5    |   Parasaur Tail
  2EB6    |   Diplo Skull
  2EB7    |   Diplo Neck
  2EB8    |   Diplo Chest
  2EB9    |   Diplo Hip
  2EBA    |   Diplo Tail
  2EBB    |   Plesio Skull
  2EBC    |   Plesio Neck
  2EBD    |   Plesio Torso
  2EBE    |   Stego Skull
  2EBF    |   Stego Torso
  2EC0    |   Stego Tail
  2EC1    |   Ptera Skull
  2EC2    |   Ptera Left Wing
  2EC3    |   Ptera Right Wing
  2EC4    |   Ichthyo Skull
  2EC5    |   Ichthyo Torso
  2EC6    |   Raptor Skull
  2EC7    |   Raptor Torso
  2EC8    |   Styraco Skull
  2EC9    |   Styraco Torso
  2ECA    |   Styraco Tail
  2ECB    |   Spino Skull
  2ECC    |   Spino Torso
  2ECD    |   Spino Tail
  2ECE    |   Megacero Skull
  2ECF    |   Megacero Torso
  2ED0    |   Megacero Tail
  2ED1    |   Archelon Skull
  2ED2    |   Archelon Torso
  2ED3    |   T. Rex Model
  2ED4    |   Tricera Model
  2ED5    |   Mammoth Model
  2ED6    |   Ankylo Model
  2ED7    |   Apato Model
  2ED8    |   Dimetrodon Model
  2ED9    |   Iguanodon Model
  2EDA    |   Sabertooth Model
  2EDB    |   Pachysaurus Model
  2EDC    |   Parasaur Model
  2EDD    |   Diplo Model
  2EDE    |   Plesio Model
  2EDF    |   Stego Model
  2EE0    |   Ptera Model
  2EE1    |   Ichthyo Model
  2EE2    |   Raptor Model
  2EE3    |   Styraco Model
  2EE4    |   Spino Model
  2EE5    |   Megacero Model
  2EE6    |   Archelon Model
  2EE7    |   Pic Of Cyrano
  2EE8    |   Pic Of Antonio
  2EE9    |   Pic Of Pango
  2EEA    |   Pic Of Anabelle
  2EEB    |   Pic Of Annalisa
  2EEC    |   Pic Of Olaf
  2EED    |   Pic Of Teddy
  2EEE    |   Pic Of Pinky
  2EEF    |   Pic Of Curt
  2EF0    |   Pic Of Chow
  2EF1    |   Pic Of Nate
  2EF2    |   Pic Of Groucho
  2EF3    |   Pic Of Tutu
  2EF4    |   Pic Of Grizzly
  2EF5    |   Pic Of Paula
  2EF6    |   Pic Of Charlise
  2EF7    |   Pic Of Beardo
  2EF8    |   Pic Of Klaus
  2EF9    |   Pic Of Jay
  2EFA    |   Pic Of Robin
  2EFB    |   Pic Of Anchovy
  2EFC    |   Pic Of Twiggy
  2EFD    |   Pic Of Jitters
  2EFE    |   Pic Of Midge
  2EFF    |   Pic Of Lucha
  2F00    |   Pic Of Jacques
  2F01    |   Pic Of Peck
  2F02    |   Pic Of Sparro
  2F03    |   Pic Of Angus
  2F04    |   Pic Of Rodeo
  2F05    |   Pic Of T-Bone
  2F06    |   Pic Of Coach
  2F07    |   Pic Of Vic
  2F08    |   Pic Of Bob
  2F09    |   Pic Of Mitzi
  2F0A    |   Pic Of Rosie
  2F0B    |   Pic Of Olivia
  2F0C    |   Pic Of Kiki
  2F0D    |   Pic Of Tangy
  2F0E    |   Pic Of Punchy
  2F0F    |   Pic Of Purrl
  2F10    |   Pic Of Moe
  2F11    |   Pic Of Kabuki
  2F12    |   Pic Of Kid Cat
  2F13    |   Pic Of Monique
  2F14    |   Pic Of Tabby
  2F15    |   Pic Of Stinky
  2F16    |   Pic Of Kitty
  2F17    |   Pic Of Tom
  2F18    |   Pic Of Merry
  2F19    |   Pic Of Felicity
  2F1A    |   Pic Of Lolly
  2F1B    |   Pic Of Ankha
  2F1C    |   Pic Of Rudy
  2F1D    |   Pic Of Katt
  2F1E    |   Pic Of Bluebear
  2F1F    |   Pic Of Maple
  2F20    |   Pic Of Poncho
  2F21    |   Pic Of Pudge
  2F22    |   Pic Of Kody
  2F23    |   Pic Of Stitches
  2F24    |   Pic Of Vladimir
  2F25    |   Pic Of Cheri
  2F26    |   Pic Of Pekoe
  2F27    |   Pic Of Chester
  2F28    |   Pic Of Barold
  2F29    |   Pic Of Tammy
  2F2A    |   Pic Of Goose
  2F2B    |   Pic Of Benedict
  2F2C    |   Pic Of Egbert
  2F2D    |   Pic Of Ava
  2F2E    |   Pic Of Becky
  2F2F    |   Pic Of Knox
  2F30    |   Pic Of Broffina
  2F31    |   Pic Of Ken
  2F32    |   Pic Of Patty
  2F33    |   Pic Of Tipper
  2F34    |   Pic Of Naomi
  2F35    |   Pic Of Alfonso
  2F36    |   Pic Of Alli
  2F37    |   Pic Of Del
  2F38    |   Pic Of Sly
  2F39    |   Pic Of Gayle
  2F3A    |   Pic Of Drago
  2F3B    |   Pic Of Fauna
  2F3C    |   Pic Of Bam
  2F3D    |   Pic Of Zell
  2F3E    |   Pic Of Bruce
  2F3F    |   Pic Of Deirdre
  2F40    |   Pic Of Lopez
  2F41    |   Pic Of Fuchsia
  2F42    |   Pic Of Beau
  2F43    |   Pic Of Diana
  2F44    |   Pic Of Erik
  2F45    |   Pic Of Goldie
  2F46    |   Pic Of Butch
  2F47    |   Pic Of Lucky
  2F48    |   Pic Of Biskit
  2F49    |   Pic Of Bones
  2F4A    |   Pic Of Portia
  2F4B    |   Pic Of Walker
  2F4C    |   Pic Of Daisy
  2F4D    |   Pic Of Cookie
  2F4E    |   Pic Of Mac
  2F4F    |   Pic Of Marcel
  2F50    |   Pic Of Benjamin
  2F51    |   Pic Of Cherry
  2F52    |   Pic Of Shep
  2F53    |   Pic Of Bill
  2F54    |   Pic Of Joey
  2F55    |   Pic Of Pate
  2F56    |   Pic Of Maelle
  2F57    |   Pic Of Deena
  2F58    |   Pic Of Pompom
  2F59    |   Pic Of Mallary
  2F5A    |   Pic Of Freckles
  2F5B    |   Pic Of Derwin
  2F5C    |   Pic Of Drake
  2F5D    |   Pic Of Scoot
  2F5E    |   Pic Of Miranda
  2F5F    |   Pic Of Gloria
  2F60    |   Pic Of Molly
  2F61    |   Pic Of Quillson
  2F62    |   Pic Of Opal
  2F63    |   Pic Of Dizzy
  2F64    |   Pic Of Big Top
  2F65    |   Pic Of Eloise
  2F66    |   Pic Of Margie
  2F67    |   Pic Of Axel
  2F68    |   Pic Of Tucker
  2F69    |   Pic Of Tia
  2F6A    |   Pic Of Lily
  2F6B    |   Pic Of Ribbot
  2F6C    |   Pic Of Frobert
  2F6D    |   Pic Of Camofrog
  2F6E    |   Pic Of Drift
  2F6F    |   Pic Of Wart Jr.
  2F70    |   Pic Of Puddles
  2F71    |   Pic Of Jeremiah
  2F72    |   Pic Of Cousteau
  2F73    |   Pic Of Prince
  2F74    |   Pic Of Jambette
  2F75    |   Pic Of Gigi
  2F76    |   Pic Of Croque
  2F77    |   Pic Of Diva
  2F78    |   Pic Of Henry
  2F79    |   Pic Of Chevre
  2F7A    |   Pic Of Nan
  2F7B    |   Pic Of Gruff
  2F7C    |   Pic Of Velma
  2F7D    |   Pic Of Kidd
  2F7E    |   Pic Of Pashmina
  2F7F    |   Pic Of Cesar
  2F80    |   Pic Of Peewee
  2F81    |   Pic Of Boone
  2F82    |   Pic Of Violet
  2F83    |   Pic Of Al
  2F84    |   Pic Of Rocket
  2F85    |   Pic Of Hans
  2F86    |   Pic Of Hamlet
  2F87    |   Pic Of Apple
  2F88    |   Pic Of Graham
  2F89    |   Pic Of Rodney
  2F8A    |   Pic Of Soleil
  2F8B    |   Pic Of Clay
  2F8C    |   Pic Of Flurry
  2F8D    |   Pic Of Hamphrey
  2F8E    |   Pic Of Rocco
  2F8F    |   Pic Of Bubbles
  2F90    |   Pic Of Bertha
  2F91    |   Pic Of Biff
  2F92    |   Pic Of Harry
  2F93    |   Pic Of Hippeux
  2F94    |   Pic Of Buck
  2F95    |   Pic Of Victoria
  2F96    |   Pic Of Savannah
  2F97    |   Pic Of Elmer
  2F98    |   Pic Of Roscoe
  2F99    |   Pic Of Winnie
  2F9A    |   Pic Of Ed
  2F9B    |   Pic Of Peaches
  2F9C    |   Pic Of Annalise
  2F9D    |   Pic Of Clyde
  2F9E    |   Pic Of Colton
  2F9F    |   Pic Of Papi
  2FA0    |   Pic Of Julian
  2FA1    |   Pic Of Yuka
  2FA2    |   Pic Of Alice
  2FA3    |   Pic Of Melba
  2FA4    |   Pic Of Sydney
  2FA5    |   Pic Of Ozzie
  2FA6    |   Pic Of Canberra
  2FA7    |   Pic Of Lyman
  2FA8    |   Pic Of Eugene
  2FA9    |   Pic Of Kitt
  2FAA    |   Pic Of Mathilda
  2FAB    |   Pic Of Astrid
  2FAC    |   Pic Of Sylvia
  2FAD    |   Pic Of Walt
  2FAE    |   Pic Of Rooney
  2FAF    |   Pic Of Marcie
  2FB0    |   Pic Of Bud
  2FB1    |   Pic Of Elvis
  2FB2    |   Pic Of Mott
  2FB3    |   Pic Of Rory
  2FB4    |   Pic Of Lionel
  2FB5    |   Pic Of Nana
  2FB6    |   Pic Of Simon
  2FB7    |   Pic Of Tammi
  2FB8    |   Pic Of Monty
  2FB9    |   Pic Of Elise
  2FBA    |   Pic Of Flip
  2FBB    |   Pic Of Shari
  2FBC    |   Pic Of Deli
  2FBD    |   Pic Of Dora
  2FBE    |   Pic Of Limberg
  2FBF    |   Pic Of Bella
  2FC0    |   Pic Of Bree
  2FC1    |   Pic Of Samson
  2FC2    |   Pic Of Rod
  2FC3    |   Pic Of Rizzo
  2FC4    |   Pic Of Anicotti
  2FC5    |   Pic Of Broccolo
  2FC6    |   Pic Of Moose
  2FC7    |   Pic Of Bettina
  2FC8    |   Pic Of Greta
  2FC9    |   Pic Of Penelope
  2FCA    |   Pic Of Chadder
  2FCB    |   Pic Of Octavian
  2FCC    |   Pic Of Marina
  2FCD    |   Pic Of Zucker
  2FCE    |   Pic Of Queenie
  2FCF    |   Pic Of Gladys
  2FD0    |   Pic Of Cranston
  2FD1    |   Pic Of Phil
  2FD2    |   Pic Of Blanche
  2FD3    |   Pic Of Flora
  2FD4    |   Pic Of Phoebe
  2FD5    |   Pic Of Apollo
  2FD6    |   Pic Of Amelia
  2FD7    |   Pic Of Pierce
  2FD8    |   Pic Of Avery
  2FD9    |   Pic Of Frank
  2FDA    |   Pic Of Sterling
  2FDB    |   Pic Of Keaton
  2FDC    |   Pic Of Celia
  2FDD    |   Pic Of Aurora
  2FDE    |   Pic Of Roald
  2FDF    |   Pic Of Cube
  2FE0    |   Pic Of Hopper
  2FE1    |   Pic Of Friga
  2FE2    |   Pic Of Gwen
  2FE3    |   Pic Of Puck
  2FE4    |   Pic Of Boomer
  2FE5    |   Pic Of Iggly
  2FE6    |   Pic Of Tex
  2FE7    |   Pic Of Flo
  2FE8    |   Pic Of Sprinkles
  2FE9    |   Pic Of Curly
  2FEA    |   Pic Of Truffles
  2FEB    |   Pic Of Rasher
  2FEC    |   Pic Of Hugh
  2FED    |   Pic Of Lucy
  2FEE    |   Pic Of Crackle
  2FEF    |   Pic Of Cobb
  2FF0    |   Pic Of Peggy
  2FF1    |   Pic Of Gala
  2FF2    |   Pic Of Chops
  2FF3    |   Pic Of Kevin
  2FF4    |   Pic Of Pancetti
  2FF5    |   Pic Of Agnes
  2FF6    |   Pic Of Bunnie
  2FF7    |   Pic Of Dotty
  2FF8    |   Pic Of Coco
  2FF9    |   Pic Of Snake
  2FFA    |   Pic Of Gaston
  2FFB    |   Pic Of Gabi
  2FFC    |   Pic Of Pippy
  2FFD    |   Pic Of Tiffany
  2FFE    |   Pic Of Genji
  2FFF    |   Pic Of Ruby
  3000    |   Pic Of Doc
  3001    |   Pic Of Francine
  3002    |   Pic Of Chrissy
  3003    |   Pic Of O'Hare
  3004    |   Pic Of Carmen
  3005    |   Pic Of Bonbon
  3006    |   Pic Of Cole
  3007    |   Pic Of Mira
  3008    |   Pic Of Tank
  3009    |   Pic Of Rhonda
  300A    |   Pic Of Merengue
  300B    |   Pic Of Renée
  300C    |   Pic Of Vesta
  300D    |   Pic Of Baabara
  300E    |   Pic Of Eunice
  300F    |   Pic Of Willow
  3010    |   Pic Of Curlos
  3011    |   Pic Of Wendy
  3012    |   Pic Of Timbra
  3013    |   Pic Of Frita
  3014    |   Pic Of Muffy
  3015    |   Pic Of Pietro
  3016    |   Pic Of Peanut
  3017    |   Pic Of Blaire
  3018    |   Pic Of Filbert
  3019    |   Pic Of Pecan
  301A    |   Pic Of Nibbles
  301B    |   Pic Of Agent S
  301C    |   Pic Of Caroline
  301D    |   Pic Of Sally
  301E    |   Pic Of Static
  301F    |   Pic Of Mint
  3020    |   Pic Of Ricky
  3021    |   Pic Of Cally
  3022    |   Pic Of Poppy
  3023    |   Pic Of Sheldon
  3024    |   Pic Of Marshal
  3025    |   Pic Of Hazel
  3026    |   Pic Of Rolf
  3027    |   Pic Of Rowan
  3028    |   Pic Of Bangle
  3029    |   Pic Of Leonardo
  302A    |   Pic Of Claudia
  302B    |   Pic Of Bianca
  302C    |   Pic Of Chief
  302D    |   Pic Of Lobo
  302E    |   Pic Of Wolfgang
  302F    |   Pic Of Whitney
  3030    |   Pic Of Freya
  3031    |   Pic Of Fang
  3032    |   Pic Of Skye
  3033    |   Pic Of Kyle
  3034    |   Pic Of Blanca
  3035    |   Pic Of Zipper
  3036    |   Pic Of Jingle
  3037    |   Pic Of Resetti
  3038    |   Pic Of Don Resetti
  3039    |   Pic Of Katie
  303A    |   Pic Of K.K.
  303B    |   Rental Axe
  303C    |   Axe
  303D    |   Silver Axe
  303E    |   Golden Axe
  303F    |   Rental Net
  3040    |   Net
  3041    |   Silver Net
  3042    |   Golden Net
  3043    |   Rental Rod
  3044    |   Fishing Rod
  3045    |   Silver Rod
  3046    |   Golden Rod
  3047    |   Rental Shovel
  3048    |   Shovel
  3049    |   Silver Shovel
  304A    |   Golden Shovel
  304B    |   Rental Can
  304C    |   Watering Can
  304D    |   Silver Can
  304E    |   Golden Can
  304F    |   Rental Slingshot
  3050    |   Slingshot
  3051    |   Silver Slingshot
  3052    |   Golden Slingshot
  3053    |   Rental Toy Hammer
  3054    |   Toy Hammer
  3055    |   Megaphone
  3056    |   Timer
  3057    |   Sparkler
  3058    |   Roman Candle
  3059    |   Party Popper
  305A    |   Bubble Wand
  305B    |   Bunny R. Balloon
  305C    |   Bunny O. Balloon
  305D    |   Bunny Y. Balloon
  305E    |   Bunny G. Balloon
  305F    |   Bunny C. Balloon
  3060    |   Bunny B. Balloon
  3061    |   Bunny I. Balloon
  3062    |   Bunny P. Balloon
  3063    |   Red Balloon
  3064    |   Orange Balloon
  3065    |   Yellow Balloon
  3066    |   Green Balloon
  3067    |   Cyan Balloon
  3068    |   Blue Balloon
  3069    |   Indigo Balloon
  306A    |   Pink Balloon
  306B    |   Heart R. Balloon
  306C    |   Heart O. Balloon
  306D    |   Heart Y. Balloon
  306E    |   Heart G. Balloon
  306F    |   Heart C. Balloon
  3070    |   Heart B. Balloon
  3071    |   Heart I. Balloon
  3072    |   Heart P. Balloon
  3073    |   Red Pinwheel
  3074    |   Orange Pinwheel
  3075    |   Yellow Pinwheel
  3076    |   Green Pinwheel
  3077    |   Cyan Pinwheel
  3078    |   Blue Pinwheel
  3079    |   Indigo Pinwheel
  307A    |   Pink Pinwheel
  307B    |   Coffee
  307C    |   Fizzy Apple Juice
  307D    |   Beans
  307E    |   Good-Luck Roll
  307F    |   Vanilla Soft-Serve
  3080    |   Choco Soft-Serve
  3081    |   Matcha Soft-Serve
  3082    |   Swirl Soft-Serve
  3083    |   Vanilla Ice Cream
  3084    |   Strawberry Ice Cream
  3085    |   Lemon Double Scoop
  3086    |   Mint Double Scoop
  3087    |   Blue Glow Wand
  3088    |   Green Glow Wand
  3089    |   Pink Glow Wand
  308A    |   Yellow Glow Wand
  308B    |   Tweeter
  308C    |   Fountain Firework
  308D    |   Used Firework
  308E    |   Santa Bag
  308F    |   Mystery Bag
  3090    |   Normal Coffee Beans
  3091    |   Good Coffee Beans
  3092    |   Superb Coffee Beans
  3093    |   Chocolate Coin
  3094    |   Custom Shirt
  3095    |   Pattern Easel
  3096    |   Pattern Wall Canvas
  3097    |   Custom Design Umbrella 
  3098    |   Custom Design Horned Hat
  3099    |   Custom Design Female Hat
  309A    |   Custom Design Knit Hat
  309B    |   Custom Design T-Shirt
  309C    |   Custom Design Tank Shirt
  309D    |   Custom Design T-Shirt (Distorted Sleeves)
  309E    |   Custom Design Long Sleeve Shirt
  309F    |   Custom Design Tank Dress
  30A0    |   Custom Design Sleeve Dress
  30A1    |   Custom Design Long Sleeve Dress
  30A2    |   Signature Sheet
  30A3    |   Petition Form
  30A4    |   Paper Scrap
  30A5    |   Lost Item [Book]
  30A6    |   Lost Item [Pouch]
  30A7    |   Lost Item [Mitten]
  30A8    |   Lost Item [Paper Bag]
  30A9    |   Book
  30AA    |   Pouch
  30AB    |   Mitten
  30AC    |   Paper Bag
  30AD    |   Towel
  30AE    |   Fortune Cookie
  30AF    |   Fortune #1
  30B0    |   Fortune #2
  30B1    |   Fortune #3
  30B2    |   Fortune #46
  30B3    |   Fortune #5
  30B4    |   Fortune #49
  30B5    |   Fortune #7
  30B6    |   Fortune #8
  30B7    |   Fortune #9
  30B8    |   Fortune #10
  30B9    |   Fortune #11
  30BA    |   Fortune #12
  30BB    |   Fortune #13
  30BC    |   Fortune #14
  30BD    |   Fortune #15
  30BE    |   Fortune #50
  30BF    |   Fortune #17
  30C0    |   Fortune #18
  30C1    |   Fortune #19
  30C2    |   Fortune #20
  30C3    |   Fortune #21
  30C4    |   Fortune #22
  30C5    |   Fortune #23
  30C6    |   Fortune #24
  30C7    |   Fortune #25
  30C8    |   Fortune #26
  30C9    |   Fortune #27
  30CA    |   Fortune #28
  30CB    |   Fortune #29
  30CC    |   Fortune #48
  30CD    |   Fortune #31
  30CE    |   Fortune #32
  30CF    |   Fortune #33
  30D0    |   Fortune #34
  30D1    |   Fortune #35
  30D2    |   Fortune #36
  30D3    |   Fortune #37
  30D4    |   Fortune #47
  30D5    |   Fortune #39
  30D6    |   Fortune #40
  30D7    |   Fortune #41
  30D8    |   Fortune #42
  30D9    |   Fortune #43
  30DA    |   Fortune #44
  30DB    |   Fortune #45
  30DC    |   Fortune #4
  30DD    |   Fortune #38
  30DE    |   Fortune #30
  30DF    |   Fortune #6
  30E0    |   Fortune #16
  30E1    |   Redd's Cookie
  30E2    |   Dud Ticket
  30E3    |   Flash Ticket
  30E4    |   Bang Ticket
  30E5    |   Sparkle Ticket
  30E6    |   Whiz Ticket
  30E7    |   Pow Ticket
  30E8    |   Crackle Ticket
  30E9    |   Kaboom Ticket
  30EA    |   Pop Ticket
  30EB    |   Bronze Badge (Sprite)
  30EC    |   Silver Badge (Sprite)
  30ED    |   Gold Badge (Sprite)
  30EE    |   Map (Sprite)
  30EF    |   TPC (Sprite)
  30F0    |   Lost Book (Sprite)
  30F1    |   Mail (Sprite)
  30F2    |   Flower Seed (Sprite)
  30F3    |   Basic Sapling (Sprite)
  30F4    |   Cedar Sapling (Sprite)
  30F5    |   Palm Sapling (Sprite)
  30F6    |   Gold Trophy (Sprite)
  30F7    |   Silver Trophy (Sprite)
  30F8    |   Bronze Trophy (Sprite)
  30F9    |   Bingo Card
  30FA    |   Expired Bingo Card
  30FB    |   Time Capsule
  30FC    |   Scavenger-Hunt List
  30FD    |   Club Tortimer Form (Sprite)
  30FE    |   "Red Flowers" (Sprite)
  30FF    |   "White Flowers" (Sprite)
  3100    |   "Yellow Flowers" (Sprite)
  3101    |   "Tulips" (Sprite)
  3102    |   "Pansies" (Sprite)
  3103    |   "Cosmos" (Sprite)
  3104    |   "Roses" (Sprite)
  3105    |   Red Mailbox
  3106    |   Metal Mailbox
  3107    |   Blue Mailbox
  3108    |   Yellow Mailbox
  3109    |   Orange Mailbox
  310A    |   Green Mailbox
  310B    |   Golden Mailbox
  310C    |   Wooden Mailbox
  310D    |   White Mailbox
  310E    |   Pink Mailbox
  310F    |   Zen Mailbox
  3110    |   Shabby Mailbox
  3111    |   Stainless Mailbox
  3112    |   Square Mailbox
  3113    |   Light-Blue Mailbox
  3114    |   Cyan Mailbox
  3115    |   Mermaid Mailbox
  3116    |   Cabana Mailbox
  3117    |   Fairy-Tale Mailbox
  3118    |   Royal Mailbox
  3119    |   Barrel Mailbox
  311A    |   Sweets Mailbox
  311B    |   Arched Circle Door
  311C    |   Arched Fish Door
  311D    |   Arched Astro Door
  311E    |   Arched Door
  311F    |   Arched Yellow Door
  3120    |   Arched Metal Door
  3121    |   Arched Patched Door
  3122    |   Arched Sweets Door
  3123    |   Arched Mermaid Door
  3124    |   Arched Zen Door
  3125    |   Arched Cabin Door
  3126    |   Arch Fairy-Tale Door
  3127    |   Arched Brown Door
  3128    |   Arched Green Door
  3129    |   Arched Heavy Door
  312A    |   Arched Blue Door
  312B    |   Arched Beige Door
  312C    |   Arched Imperial Door
  312D    |   Arched Pink Door
  312E    |   Arched Kiddie Door
  312F    |   Arched Bamboo Door
  3130    |   Arched Golden Door
  3131    |   Basic Door
  3132    |   Fish Door
  3133    |   Astro Door
  3134    |   Classic Door
  3135    |   Yellow Door
  3136    |   Metal Door
  3137    |   Patched Door
  3138    |   Sweets Door
  3139    |   Mermaid Door
  313A    |   Zen Door
  313B    |   Cabin Door
  313C    |   Fairy-Tale Door
  313D    |   Brown Door
  313E    |   Green Door
  313F    |   Heavy Door
  3140    |   Blue Door
  3141    |   Beige Door
  3142    |   Imperial Door
  3143    |   Pink Door
  3144    |   Kiddie Door
  3145    |   Bamboo Door
  3146    |   Red Roof
  3147    |   Green-Tile Roof
  3148    |   Blue-Shingle Roof
  3149    |   Astro Roof
  314A    |   Kiddie Roof
  314B    |   Black Modern Roof
  314C    |   Straw-Thatched Roof
  314D    |   Black-Tile Roof
  314E    |   Fairy-Tale Roof
  314F    |   Ranch Roof
  3150    |   Shanty Roof
  3151    |   Concrete Roof
  3152    |   Sweets Roof
  3153    |   White Roof
  3154    |   Purple-Shingle Roof
  3155    |   Black-Straw Roof
  3156    |   Mermaid Roof
  3157    |   Simple Blue Roof
  3158    |   Purple Roof
  3159    |   Pink Roof
  315A    |   Black Roof
  315B    |   Yellow Roof
  315C    |   Fuchsia Roof
  315D    |   Black-Shingle Roof
  315E    |   Brown Roof
  315F    |   Grass Roof
  3160    |   Stone Roof
  3161    |   Mint Fairy-Tale Roof
  3162    |   Uneven Stone Roof
  3163    |   Simple Green Roof
  3164    |   Simple Gray Roof
  3165    |   Golden Roof
  3166    |   Blue Roof
  3167    |   Yellow Roof
  3168    |   Green Roof
  3169    |   Rope Fence
  316A    |   Picket Fence
  316B    |   Country Fence
  316C    |   Hedge
  316D    |   Pink Mermaid Fence
  316E    |   Blue Mermaid Fence
  316F    |   Red-Brick Fence
  3170    |   Gray-Brick Fence
  3171    |   Pink Fence
  3172    |   Fairy-Tale Fence
  3173    |   Corral Fence
  3174    |   Curvy Fence
  3175    |   Blue Fence
  3176    |   Fancy Fence
  3177    |   Zen Fence
  3178    |   Barbed-Wire Fence
  3179    |   Sweets Fence
