  Item ID   |                      Item Name                     |            Filepath
  0x2171    | Stale Cupcakes                                     |    romfs:/Item/Model/mjk_BlueOnigiri.bcres
  0x2172    | Spring Blossoms                                    |    romfs:/Item/Model/mjk_HaruNoKomorebi.bcres
  0x2173    | Wandering                                          |    romfs:/Item/Model/mjk_Horo.bcres
  0x2174    | K.K. House                                         |    romfs:/Item/Model/mjk_House.bcres
  0x2175    | K.K. Sonata                                        |    romfs:/Item/Model/mjk_Sonata.bcres
  0x2176    | Hypno K.K.                                         |    romfs:/Item/Model/mjk_UtataneNoYume.bcres
  0x2177    | K.K. Stroll                                        |    romfs:/Item/Model/mjk_Osanpo.bcres
  0x2178    | K.K. Island                                        |    romfs:/Item/Model/mjk_DoubutsuNoShima.bcres
  0x2179    | Space K.K.                                         |    romfs:/Item/Model/mjk_Minimal.bcres
  0x217A    | K.K. Adventure                                     |    romfs:/Item/Model/mjk_Hollywood.bcres
  0x217B    | K.K. Oasis                                         |    romfs:/Item/Model/mjk_Maharaja.bcres
  0x217C    | K.K. Bazaar                                        |    romfs:/Item/Model/mjk_Roma.bcres
  0x217D    | K.K. Milonga                                       |    romfs:/Item/Model/mjk_Milonga.bcres
  0x217E    | K.K. Groove                                        |    romfs:/Item/Model/mjk_Raregroove.bcres
  0x217F    | K.K. Jongara                                       |    romfs:/Item/Model/mjk_Jongara.bcres
  0x2180    | K.K. Flamenco                                      |    romfs:/Item/Model/mjk_Flamenco.bcres
  0x2181    | K.K. Moody                                         |    romfs:/Item/Model/mjk_Bolero.bcres
  0x2182    | Bubblegum K.K.                                     |    romfs:/Item/Model/mjk_Idol.bcres
  0x2183    | K.K. Synth                                         |    romfs:/Item/Model/mjk_Electronica.bcres
  0x2184    | K.K. Disco                                         |    romfs:/Item/Model/mjk_Disco.bcres
  0x2185    | K.K. Birthday                                      |    romfs:/Item/Model/mjk_BirthdaySong.bcres
  0x2186    | ???                                                |    No Model (Likely a Sprite)
  0x2187    | ???                                                |    No Model (Likely a Sprite)
  0x2188    | ???                                                |    No Model (Likely a Sprite)
  0x2189    | K.K. Chorale (Wall)                                |    romfs:/Item/Model/mjk_Sanbika.bcres
  0x218A    | K.K. March (Wall)                                  |    romfs:/Item/Model/mjk_March.bcres
  0x218B    | K.K. Waltz (Wall)                                  |    romfs:/Item/Model/mjk_Waltz.bcres
  0x218C    | K.K. Swing (Wall)                                  |    romfs:/Item/Model/mjk_Swing.bcres
  0x218D    | K.K. Jazz (Wall)                                   |    romfs:/Item/Model/mjk_Jazz.bcres
  0x218E    | K.K. Fusion (Wall)                                 |    romfs:/Item/Model/mjk_Fusion.bcres
  0x218F    | K.K. Étude (Wall)                                  |    romfs:/Item/Model/mjk_Etude.bcres
  0x2190    | K.K. Lullaby (Wall)                                |    romfs:/Item/Model/mjk_Lullaby.bcres
  0x2191    | K.K. Aria (Wall)                                   |    romfs:/Item/Model/mjk_Maria.bcres
  0x2192    | K.K. Samba (Wall)                                  |    romfs:/Item/Model/mjk_Samba.bcres
  0x2193    | K.K. Bossa (Wall)                                  |    romfs:/Item/Model/mjk_Bossa.bcres
  0x2194    | K.K. Calypso (Wall)                                |    romfs:/Item/Model/mjk_Caripso.bcres
  0x2195    | K.K. Salsa (Wall)                                  |    romfs:/Item/Model/mjk_Salsa.bcres
  0x2196    | K.K. Mambo (Wall)                                  |    romfs:/Item/Model/mjk_Mambo.bcres
  0x2197    | K.K. Reggae (Wall)                                 |    romfs:/Item/Model/mjk_Reggae.bcres
  0x2198    | K.K. Ska (Wall)                                    |    romfs:/Item/Model/mjk_Ska.bcres
  0x2199    | K.K. Tango (Wall)                                  |    romfs:/Item/Model/mjk_Tango.bcres
  0x219A    | K.K. Faire (Wall)                                  |    romfs:/Item/Model/mjk_Haisai.bcres
  0x219B    | Aloha K.K. (Wall)                                  |    romfs:/Item/Model/mjk_Aloha.bcres
  0x219C    | Lucky K.K. (Wall)                                  |    romfs:/Item/Model/mjk_Irish.bcres
  0x219D    | K.K. Condor (Wall)                                 |    romfs:/Item/Model/mjk_Peru.bcres
  0x219E    | K.K. Steppe (Wall)                                 |    romfs:/Item/Model/mjk_Cossack.bcres
  0x219F    | Imperial K.K. (Wall)                               |    romfs:/Item/Model/mjk_China.bcres
  0x21A0    | K.K. Casbah (Wall)                                 |    romfs:/Item/Model/mjk_Turkey.bcres
  0x21A1    | K.K. Safari (Wall)                                 |    romfs:/Item/Model/mjk_Afro.bcres
  0x21A2    | K.K. Folk (Wall)                                   |    romfs:/Item/Model/mjk_Minyo.bcres
  0x21A3    | K.K. Rock (Wall)                                   |    romfs:/Item/Model/mjk_Rock.bcres
  0x21A4    | Rockin' K.K. (Wall)                                |    romfs:/Item/Model/mjk_RocknRoll.bcres
  0x21A5    | K.K. Ragtime (Wall)                                |    romfs:/Item/Model/mjk_RagTime.bcres
  0x21A6    | K.K. Gumbo (Wall)                                  |    romfs:/Item/Model/mjk_NewOrleans.bcres
  0x21A7    | The K. Funk (Wall)                                 |    romfs:/Item/Model/mjk_Funk.bcres
  0x21A8    | K.K. Blues (Wall)                                  |    romfs:/Item/Model/mjk_Blues.bcres
  0x21A9    | Soulful K.K. (Wall)                                |    romfs:/Item/Model/mjk_Gospel.bcres
  0x21AA    | K.K. Soul (Wall)                                   |    romfs:/Item/Model/mjk_Soul.bcres
  0x21AB    | K.K. Cruisin' (Wall)                               |    romfs:/Item/Model/mjk_Urban.bcres
  0x21AC    | K.K. Love Song (Wall)                              |    romfs:/Item/Model/mjk_LoveSong.bcres
  0x21AD    | K.K. D&B (Wall)                                    |    romfs:/Item/Model/mjk_Drumnbass.bcres
  0x21AE    | K.K. Technopop (Wall)                              |    romfs:/Item/Model/mjk_TechnoBeat.bcres
  0x21AF    | DJ K.K. (Wall)                                     |    romfs:/Item/Model/mjk_EuroBeat.bcres
  0x21B0    | Only Me (Wall)                                     |    romfs:/Item/Model/mjk_OnlyMe.bcres
  0x21B1    | K.K. Country (Wall)                                |    romfs:/Item/Model/mjk_Country.bcres
  0x21B2    | Surfin' K.K. (Wall)                                |    romfs:/Item/Model/mjk_Eleki.bcres
  0x21B3    | K.K. Ballad (Wall)                                 |    romfs:/Item/Model/mjk_Ballad.bcres
  0x21B4    | Comrade K.K. (Wall)                                |    romfs:/Item/Model/mjk_ShowaKayo.bcres
  0x21B5    | K.K. Lament (Wall)                                 |    romfs:/Item/Model/mjk_Enka.bcres
  0x21B6    | Go K.K. Rider (Wall)                               |    romfs:/Item/Model/mjk_KekeRider.bcres
  0x21B7    | K.K. Dirge (Wall)                                  |    romfs:/Item/Model/mjk_KowaiUta.bcres
  0x21B8    | K.K. Western (Wall)                                |    romfs:/Item/Model/mjk_Western.bcres
  0x21B9    | Mr. K.K. (Wall)                                    |    romfs:/Item/Model/mjk_Sensei.bcres
  0x21BA    | Café K.K. (Wall)                                   |    romfs:/Item/Model/mjk_Paris.bcres
  0x21BB    | K.K. Parade (Wall)                                 |    romfs:/Item/Model/mjk_Parade.bcres
  0x21BC    | Señor K.K. (Wall)                                  |    romfs:/Item/Model/mjk_Senor.bcres
